target_id	S2_DRSC_CG8144_RNAi_1	S2_DRSC_CG8144_RNAi_3	S2_DRSC_CG8144_RNAi_4	S2_DRSC_Untreated_1	S2_DRSC_Untreated_3	S2_DRSC_Untreated_4
FBtr0076771	401.006	259.965	213.335	918.711	524.114	556.13
FBtr0076772	2257.73	900.169	1160.53	752.724	283.16	297.681
FBtr0076773	0.182741	0.193459	0	0	0	0
FBtr0076774	18.0145	10.2244	0	0	0	0
FBtr0306647	20.0618	7.44847	0	30.2979	14.7259	7.18063
FBtr0079767	0	0	0	0	0	0
FBtr0340592	0	0	0	0	0	0
FBtr0344878	11.8731	9.90194	17.8272	22.822	6.94899	5.92785
FBtr0072232	0.126866	0.0980569	0.172817	0.177965	0.051005	0.0721479
FBtr0078353	274.471	139	175	298.596	106	121
FBtr0332711	12.5293	0	0	4.40371	0	0
FBtr0080919	2323.22	1214.53	1326.14	2674.48	1249.72	1429.43
FBtr0331622	706.136	0	21.2067	839.752	52.0289	11.3615
FBtr0331623	753.649	272.474	425.652	579.769	235.251	118.209
FBtr0074664	0	0	0	1	0	0
FBtr0073844	331.794	33.603	0	143.39	12.2939	11.4755
FBtr0073845	1534.45	815.922	1064	1646.86	866.816	845.15
FBtr0343352	27.7341	23.7118	0	26.4279	0	12.8418
FBtr0077280	0	0	0	0	0	0
FBtr0333859	1.73184e-6	0	0	0.359804	9.97164	62.8997
FBtr0306240	0.00372349	2.9838e-7	0	27.3208	14.248	69.7779
FBtr0306241	2191.75	2010.76	1481.92	2334.89	525.46	1344.55
FBtr0333858	3133.34	802.627	722.216	3892.61	1501.95	781.335
FBtr0301435	0	0	0	0.00892948	23.2124	35.4637
FBtr0076417	2.22767	31.021	1037.25	58.2506	1242.47	763.815
FBtr0306242	2.25568e-5	2.0534200000000001e-07	1.15956e-8	53.2944	58.0968	9.08998
FBtr0333860	103.127	146.745	230.619	255.085	193.593	4.06367
FBtr0302734	4.46804e-6	0	0	43.4348	0	0
FBtr0305063	925.108	266.844	272.564	262.333	61.9787	43.9108
FBtr0302733	96.9308	3.13685e-4	3.90572e-4	3.92357e-4	1.63428e-4	8.36784e-4
FBtr0302735	2.57701	1.44238	1.84852	2.70438	1.29192	2.6465
FBtr0302731	2356.05	1328.06	1463.08	1806.03	1061.93	865.467
FBtr0302732	12.3368	26.6582	34.5078	57.4964	28.7992	42.9745
FBtr0071319	0	166.357	239.286	142.466	166.027	182.896
FBtr0339949	623.206	119.643	124.714	391.261	107.973	114.104
FBtr0079286	1	1	1	4	0	1
FBtr0346863	10576.6	8467.09	8978.79	2585.74	12775	19475.2
FBtr0346389	41479.8	13.8256	5.42167	144930	10.9498	5.56139
FBtr0075839	10576.6	8467.09	8978.79	2585.74	12775	19475.2
FBtr0078223	0	0	0	0	0	0
FBtr0331569	15	9	7	10	14	5
FBtr0331570	0	0	0	0	0	0
FBtr0344023	43.7961	6.85747	2.9231	151.192	0	15.826
FBtr0081093	59.6527	24.1646	25.573	126.731	41.2218	13.2303
FBtr0445413	84.7296	53.6422	117.457	9.65742	41.5041	49.8437
FBtr0081092	151.822	45.3357	23.0469	8.41912	39.2741	36.1001
FBtr0308241	0	0	0	0	1	0
FBtr0071799	1	0	0	4	0	1
FBtr0074611	1.1591	1.08409	2.13635	1.08331	2	2.34404
FBtr0332271	0	0	0	0	0	0
FBtr0077957	3	0	3	2	1	5
FBtr0080814	0	0	0	0	0	0
FBtr0080827	5	2	6	2	1	3
FBtr0084682	8.56132	5.93353	0	10.1293	1.69534	1.80963
FBtr0084681	32.4387	11.0665	18	24.8707	12.3047	13.1904
FBtr0074020	716	348	462.634	814	298.628	300.602
FBtr0077391	428.854	53.413	88.7231	205.615	47.3971	71.2836
FBtr0336832	89.1462	166.587	170.277	250.385	163.603	154.716
FBtr0077361	4	1	1	2	1	2
FBtr0071662	193.778	124.535	212.391	318.886	187.712	193.827
FBtr0071661	1548.8	733.167	1034.03	2275.53	942.607	907.243
FBtr0074992	1	0	0	2	0	1
FBtr0081244	1481.55	1080.32	1123.73	2410.84	1325.38	1458.78
FBtr0331325	1205.02	0.283109	66.9247	2.984e-5	0	4.09758e-5
FBtr0331326	0.00287466	630.12	597.631	1755.89	368.671	291.26
FBtr0081245	1029.43	58.2809	181.712	364.265	151.953	32.9639
FBtr0077916	554	221	285	639	251	286
FBtr0088586	2	2	1	2	2	1
FBtr0345302	1	1	1	2	0	0
FBtr0070118	6.31635	50.0922	87.8448	127.136	43.5494	20.3199
FBtr0070116	170.684	41.9078	14.62	34.8644	39.4506	70.6801
FBtr0070117	2.86239e-8	0	1.53515	0	0	0
FBtr0333383	0	0	0	0	0	0
FBtr0076003	5	0	4	1	2	2
FBtr0087021	8	5	4	4	4	2
FBtr0076611	174.254	154.17	190.783	82.2502	116	130.424
FBtr0076610	154.746	0	0	197.75	0	0
FBtr0086758	9	3	1	5	2	1
FBtr0075121	530	286	427	601	282	309
FBtr0081588	0	0	0	0	0	0
FBtr0345313	964.823	708.723	835.919	1238.12	668.75	757.346
FBtr0070821	506.177	63.2771	105.081	698.884	210.535	187.654
FBtr0339948	0	0	0	0	18.715	0
FBtr0075792	355	117	189	412	138	124
FBtr0073364	0	0	0	0	0	0
FBtr0309894	0	0	0	0	0	0
FBtr0079689	63.7133	0	58.95	71.893	51.5538	47.1973
FBtr0333418	22.4567	5.63787	8.38046	1.36447	0	0
FBtr0079686	0	0	0	10.0725	5.06879	0
FBtr0079688	73.326	49.637	10.5004	170.43	36.5907	68.1097
FBtr0079687	3.84951	0.221949	5.01052	0.607314	0	0
FBtr0333417	8.65439	1.50318	6.15864	17.6326	9.78678	8.69299
FBtr0333145	13.079	0	13.5826	0	0	0
FBtr0113453	9.32023	0	0	16.6485	7.24406	11.4026
FBtr0113452	186.811	78.5567	83.936	493.037	146.479	134.907
FBtr0339824	0	54.7853	70.0559	0	39.9743	37.5144
FBtr0113455	154.552	12.9761	9.69791	252.899	34.4291	23.3497
FBtr0113451	42.6853	12.6819	21.726	22.7115	33.0927	50.8267
FBtr0333144	37.7797	0	0.00168556	0	0	0
FBtr0113454	17.7722	0	0	0	4.78125	0
FBtr0331629	339.488	744.271	879.299	224.447	509.828	606.563
FBtr0077672	795.818	59.5199	101.987	947.25	56.0498	29.6775
FBtr0077671	0	10.2433	0	0	22.122	7.7591
FBtr0300815	679.694	24.9654	27.7135	115.303	0	0
FBtr0081795	3410	982	1074	3559	1048	1172
FBtr0336456	15.4632	0	17.5377	113.788	0	15.8618
FBtr0078857	275.09	285.517	335.34	253.01	151.616	218.172
FBtr0305312	17.7391	0	43.7765	24.5487	48.588	21.761
FBtr0345249	0	31.3083	14.6479	25.7377	63.4714	39.5942
FBtr0078856	542.708	126.175	90.6984	594.906	79.325	64.6106
FBtr0087428	2	0	0	0	0	0
FBtr0303762	0	0	0	0	0	0
FBtr0303760	0	0	2	0	1	0
FBtr0303761	0	0	0	0	0	0
FBtr0085043	17	11	7	13	6	8
FBtr0306914	0	0	0	0	0	0
FBtr0086917	158	57	56	141	50	62
FBtr0089267	0	0	1	0	0	0
FBtr0085341	3	3	3	7	5	5
FBtr0082387	1415	639	766	1579	762	683
FBtr0075801	202	73	124	192	105	90
FBtr0087747	0	0	2	0	0	0
FBtr0087746	7.08811	2	0	5	1	3
FBtr0345471	2.91189	0	0	0	0	0
FBtr0081591	0	0	0	0	0	0
FBtr0082027	37.75	0	0	0	0	10.1982
FBtr0082026	10.25	10	19	37	34	20.9039
FBtr0081960	484.635	229.272	301.205	611.55	230.489	267.812
FBtr0336753	86.3646	16.728	20.7951	16.4504	12.5109	4.18839
FBtr0091686	1	0	0	0	0	0
FBtr0290307	233	89	108	198	76	80
FBtr0344007	117.392	20.3694	12.1959	85.008	12.2086	24.4576
FBtr0070401	931.608	398.631	507.804	857.992	339.791	384.542
FBtr0086669	3	1	2	20	0	1
FBtr0071678	9	10	9	12	3	7
FBtr0305958	0	0	1	0	0	0
FBtr0072583	4105.44	2650.72	3459.18	4461.94	1943.21	2292.63
FBtr0345588	2981.81	110.679	96.1976	555.728	103.412	74.7591
FBtr0072584	209.046	8.81553	38.4093	658.88	61.5015	0
FBtr0304797	53.6998	13.7873	29.2107	134.455	16.8816	21.6142
FBtr0080519	386	203	255	292	156	139
FBtr0112612	9.10049	0	0.961265	9.32878	5.956	2.19925
FBtr0342658	9.35032	12.7751	14.581	12.2033	1.15732	3.2854
FBtr0112611	48.5492	12.2249	13.4578	19.4679	5.88669	9.51535
FBtr0301525	0	0	0	0	0	0
FBtr0303459	917.645	798	1232	1186.84	778.598	867.255
FBtr0330676	0	0	0	0	0	0
FBtr0077844	1036.36	0	0	682.158	13.4015	6.7452
FBtr0086462	729	321.763	425.848	634	239	294
FBtr0306086	0	1337.07	1698.15	0	1258.94	1472.69
FBtr0077144	3191	440.932	651.846	3610	711.064	524.307
FBtr0083190	80	56	72	110	47	55
FBtr0075090	0	0	0	0	0	0
FBtr0334056	0	0	0	0	0	0
FBtr0334057	0	0	0	0	0	0
FBtr0303931	371	129	163	687	175	227
FBtr0306161	0	0	0	0	0	0
FBtr0100489	0	0	0	28.7309	0	26.4757
FBtr0343888	0.0449027	0	0	0	0	0
FBtr0080188	277.955	120	183	175.269	105	68.5243
FBtr0087714	5	5	7	11	2	2
FBtr0083619	1368.18	776	902	1491.53	748	822
FBtr0336472	99.2718	0	0	0	0	0
FBtr0074545	0	0	0	0	0	0
FBtr0100239	0	0	0	0	0	0
FBtr0335119	1.45857	0	0	1.11664	0.276506	0
FBtr0335120	3.54143	0	0	2.88336	0.723494	0
FBtr0076064	177	80	105	144	69	62
FBtr0345345	0	0	0	0	0	0
FBtr0345344	1	0	0	0	0	0
FBtr0075142	99.9925	19.6124	14.29	49.091	19.5838	0
FBtr0300282	317.007	149.388	142.459	249.339	109.416	119.329
FBtr0300281	0	0	5.25105	12.5703	0	14.6707
FBtr0087126	0	0	0	0	0	0
FBtr0087744	0	1	0	0	0	0
FBtr0346154	2093	0	0	2759.97	23.347	11.728
FBtr0084520	517	1467.85	1880.19	210.034	1215.27	1381.05
FBtr0075810	832.875	367.332	421.032	1229.09	363.334	332.867
FBtr0075811	1842.13	1394.67	1690.97	6257.91	3378.67	2922.13
FBtr0331649	24	7	11	21.4516	19	21
FBtr0077845	0	0	0	6.54839	0	0
FBtr0084122	0	0	0	2	0	0
FBtr0114521	172.062	43.5625	48	100.842	45.6822	58
FBtr0074789	3952	2552	2944	4669	2466	2438
FBtr0088721	71	23	30	72	22	21
FBtr0110838	36	23	32	50	18	32
FBtr0071059	3	0	0	1.83688	0	0
FBtr0343326	0	1	1	1.16312	1	0
FBtr0334850	51.608	34.0608	20.6908	7.41532	24.9849	6.82866e-7
FBtr0334847	347.504	101.449	149.37	293.949	70.0011	83.7462
FBtr0334848	24.1756	8.87439	4.8838800000000004	6.7149	0	0
FBtr0334846	157.712	59.6159	79.0551	52.8476	17.1623	30.6407
FBtr0334849	0	0	0	49.0733	17.8517	12.6131
FBtr0331705	3.40403e-4	0	0	0	0	0
FBtr0113296	17.5433	2.07653	13.0586	59	0	1.7765e-5
FBtr0331704	0.749207	0	0	0	0	0
FBtr0346156	26.7071	17.9235	8.94136	0	21	25
FBtr0343573	13	3	0	6	0	4
FBtr0307050	0	0	7	0	3	0
FBtr0071775	2.00414	5.0164	3.01888	17.0088	9.0102	3.30005
FBtr0071776	0	0	0	0	0	0.699951
FBtr0076269	39.1765	0	0	6.52941	6.6945	2.24923
FBtr0333403	69.8235	34	34	66.4706	11.3055	34.7508
FBtr0336855	0	0	0	0	0	0
FBtr0301366	20	9	10	25	17	8
FBtr0307551	520.732	97.9191	47.0913	306.304	85.0233	31.4733
FBtr0085856	303.348	93.2725	133.607	207.912	201.868	131.527
FBtr0085855	1.24307	110.427	242.385	330.764	60.8966	214.958
FBtr0307552	102.677	94.3809	0.0825507	0.0194976	3.7366	26.0425
FBtr0332324	1128.95	632	723.104	1404.83	551.713	581
FBtr0079345	141.539	0	25.896	91.8676	17.287	0
FBtr0084158	72	17	18	48	25	20
FBtr0081011	678	264	300	737	182	253
FBtr0301317	0	0	0	0	0	0
FBtr0301316	0	0	0	0	0	0
FBtr0078043	2	0	0	0	0	2
FBtr0089595	96.5003	5.34829e-6	0	47.9957	57.4032	0.27004
FBtr0089596	11.0199	0	0	0	0	0
FBtr0332728	36.5139	2.15951e-5	15.0643	0	0	0
FBtr0310477	43.6271	0	0	55.1707	0	0
FBtr0332727	135.339	109	150.936	183.834	40.5968	108.73
FBtr0080350	0	0	0	0	0	0
FBtr0084670	496	283.562	366	683	289	323.644
FBtr0075557	2163.79	1271.04	1654.3	2132.84	754.036	493.727
FBtr0075558	4151.21	716.96	761.702	1192.16	339.964	327.273
FBtr0082808	4.9098e-7	0.0255015	0.003707	0.00183138	1.04361e-8	3.46164e-7
FBtr0082811	38.3042	0.976157	0.00514856	98.0702	1.05745e-7	0
FBtr0082810	4.41745	61.8545	0	0.00138068	86.3558	133.342
FBtr0082809	0.0935098	41.5307	35.6008	0	26.9957	0
FBtr0082814	33.669	0.251184	0	60.4694	5.38948e-5	0.694282
FBtr0082815	0	1.04644	25.0286	0	2.56137	0.157878
FBtr0082812	336.888	0	0	556.615	14.1409	15.2214
FBtr0082813	0.726154	0.17117	1.76685	9.90284e-6	1.73916e-5	0
FBtr0301488	486.901	386.144	545.595	440.842	384.946	344.607
FBtr0074756	2181	1429	1552	2057	1114	1076
FBtr0084036	2521	1309	1552	3051	1393	1298
FBtr0085541	4533.07	1435.08	1682.11	3112.79	1123.34	1671.2
FBtr0085539	1090.5	2899.29	4055.34	1646.54	2866.65	3023.86
FBtr0085540	3757.43	932.623	955.545	5573.67	662.013	963.944
FBtr0332852	37.544	0	0	52.4498	0	0
FBtr0086750	121.456	51.1337	54.1057	103.55	58.1565	68.0813
FBtr0072968	2	1	2	2	6	1
FBtr0074353	3.21474	34.5874	40.3665	162.893	13.1239	13.3247
FBtr0074354	1095.37	390.399	430.634	1220.74	431.445	386.336
FBtr0306801	2.1124500000000002e-08	3.01378	0	0	0	0
FBtr0084241	0	0	0	0	0	0
FBtr0344227	0	0	0	0	0	0
FBtr0081109	1084.14	568.132	716.134	1114.79	471.153	589.745
FBtr0076729	807	369	419	1305	508	484
FBtr0339250	0	307.263	323.154	188.763	468.752	453.898
FBtr0084507	2111.88	423.228	521.383	2692.19	266.355	237.117
FBtr0301418	2488.4	1360.02	1779.84	2371.89	1325.07	1355
FBtr0084508	1165.72	3.88204e-5	0.0323534	64.9864	215.847	116.074
FBtr0084506	0	593.49	796.592	518.176	741.98	466.91
FBtr0086707	0	0	3	0	0	0
FBtr0079978	89	33	27	58	27	22
FBtr0343411	7057.9	26.5118	19.2333	5542.68	15.82	28.3685
FBtr0071360	18971.1	10826.5	13738.8	26426.3	10817.2	14594.6
FBtr0301214	0	0	0	0	0	0
FBtr0346683	968.137	212.485	235.34	684.213	307.964	221.451
FBtr0302227	890.824	179.844	223.855	458.096	256.67	224.995
FBtr0302226	1136.9	93.1856	73.4643	1285.48	53.4029	103.103
FBtr0334938	968.137	212.485	235.34	684.213	307.964	221.451
FBtr0086958	594.805	286	335.345	881	342	378
FBtr0340213	53.1953	0	29.6555	0	0	0
FBtr0073212	1412	528	666	1374	467	574
FBtr0079120	0	0	0	0	0	0
FBtr0079119	0	0	0	0	0	0
FBtr0079118	0	0	0	0	0	0
FBtr0333970	2.43889	0	0	4.21876	0	1.31664
FBtr0078461	1.56111	0	2	1.55351	3	1.68336
FBtr0333969	0	0	0	1.22773	0	0
FBtr0079159	0	0	0	0	0	0
FBtr0342621	0	0	0	0	0	0
FBtr0342622	0	0	0	0	0	0
FBtr0073929	0	0	0	0	0	0
FBtr0113680	1215.82	228.447	365.453	988.363	251.614	253.032
FBtr0334940	403.77	96.2509	19.2156	451.019	88.422	75.182
FBtr0113681	680.883	43.6622	80.3864	214.118	116.04	51.9098
FBtr0113679	403.527	164.639	176.945	791.501	155.924	214.876
FBtr0331543	0	1	3	3	2	0
FBtr0076414	0	0	0	0	0	0
FBtr0330235	559.403	518.86	642.24	854.092	580.952	214.565
FBtr0071633	75.0071	21.5772	186.029	167.599	8.166	0.015125
FBtr0330236	440.537	539.874	734.753	466.124	440.52	530.591
FBtr0310423	2858.52	476.815	397.225	2254.06	330.842	294.238
FBtr0071632	440.537	539.874	734.753	466.124	440.52	530.591
FBtr0344151	9.27879e-4	0	0	0	0	0
FBtr0273442	0	0	0	0	0	0
FBtr0070101	0	0	0	0	0	0
FBtr0070102	12.9991	0	0	0	0	0
FBtr0344150	0	0	3	0	5	0
FBtr0273443	0	6	0	9	0	1
FBtr0084736	60	31.3616	39.1117	110	22	45.5687
FBtr0078380	0	0	0	0	0	0
FBtr0345230	5	3	3	3	0	0
FBtr0345231	0	0	0	0	0	0
FBtr0087872	22	12	10	28	10	11
FBtr0306540	18.2758	4.70595	0	25.2526	0	0
FBtr0301733	288.716	34.3649	39.7697	145.767	81.2549	71.6893
FBtr0078101	637.888	209.075	232.85	496.629	215.304	184.842
FBtr0302164	410.666	145.463	189.234	324.244	187.645	175.837
FBtr0331680	88.4548	31.391	55.1464	56.1074	13.7959	54.6314
FBtr0087192	1	1	0	0	1	0
FBtr0332946	767.073	57.4288	51.8412	369.368	49.1676	38.31
FBtr0100437	1116.81	410.44	404.652	1627.55	464.038	397.166
FBtr0100438	199.076	1.06563e-4	73.9688	153.193	275.256	396.349
FBtr0100436	3872.11	1019.72	1272.61	3257.18	1011.07	808.068
FBtr0100440	422.365	1249.41	1688.92	1305.71	1376.46	1302.11
FBtr0346676	0.115823	0	0	0.178785	0	0
FBtr0346677	187.851	0	0	0.143077	0	0
FBtr0346675	0	50.1611	28.2876	0	43.2608	35.177
FBtr0114504	3	1	2	1	0	1
FBtr0072134	812.855	450	520	938.781	444	410.956
FBtr0343298	75.1454	2.60046e-5	3.01896e-7	0.219449	7.10061e-6	0.0439492
FBtr0085544	883	488.996	655	741	432	483
FBtr0074991	115.844	82.4069	110.746	186.176	93.233	94.8741
FBtr0344454	42.3699	4.17016	5.77892	27.3901	3.7688	2.03029
FBtr0081900	0	0	0	0	0	0
FBtr0087920	1	1	2	1	3	1
FBtr0333540	275.368	899.51	1819.75	0.155881	2018.28	1345.16
FBtr0333541	30376.2	1584.92	322.309	22701.4	1126.12	740.525
FBtr0079036	22283.4	30995.6	31641.9	21171.5	17842.6	17739.3
FBtr0334905	0	0	0	0	0	0
FBtr0345666	0	0	0	4	0	0
FBtr0071521	0	0	0	0	0	1.60925
FBtr0342788	0	0	0	0	0	0.390751
FBtr0344823	0.0553673	1.21581e-6	42	24.9294	14.3847	0
FBtr0344822	101.945	63	0	57.0706	28.6153	43
FBtr0079549	963	579	839	1425	750	808
FBtr0345935	358.198	0	0	770.228	0	0
FBtr0088788	1237.8	725	900	1154.77	722	802
FBtr0083478	601	222.221	263.573	517.949	199	215.366
FBtr0331348	0	54.9324	60.6249	36.0515	0	0
FBtr0070147	5	1	3	3	4	2
FBtr0299564	265	137.21	197	105	64	57
FBtr0331702	0	12.7899	0	0	0	0
FBtr0084215	441	103	193	348	119	102
FBtr0071155	273	148	186	288	135	157
FBtr0304706	0	0	0	0	0	0
FBtr0342919	47	0	29.9995	37	8.75319	13.166
FBtr0081110	0	15	4.61828e-4	0	3.24681	6.83397
FBtr0074152	48.1379	51.46	153.589	64.3847	0.42034	35.2848
FBtr0074151	850.625	526.479	606.279	803.283	490.646	538.395
FBtr0340417	540.237	111.062	147.132	332.333	86.9333	85.3204
FBtr0100380	338.735	260.5	322.573	440.321	240.101	233.515
FBtr0070435	423.529	0	25.8536	359.358	51.7972	25.9708
FBtr0331161	338.735	260.5	322.573	440.321	240.101	233.515
FBtr0076636	1	0.5	1.5	1.5	1.5	1.5
FBtr0300194	0	0	0	0	0	0
FBtr0330165	1	0.5	1.5	1.5	1.5	1.5
FBtr0076637	0	0	0	0	0	0
FBtr0091938	0	0	0	1	1	0
FBtr0091937	0	0	0	0	0	0.224
FBtr0112525	20	7	4	18	6	4
FBtr0086946	933.287	244.705	435.769	1559.98	694.983	464.482
FBtr0340220	0.161257	0	1.4554e-6	6.98469e-4	0	4.9785e-7
FBtr0340219	1.13382	0.0121066	9.29858e-5	387.51	0.00236934	1.45654
FBtr0113090	2284.42	899.283	943.231	1972.51	734.015	733.061
FBtr0114535	0	0	0	0	0	0
FBtr0308781	0.973044	0	0	0.978857	0	0
FBtr0075038	0.0269564	0	0	0.0211428	0	0
FBtr0070717	0	0	0	0	0	0
FBtr0273404	1206	395	331	607	286	341
FBtr0072734	1	2	0	0	1	0
FBtr0073964	447	208	266	515	262	320
FBtr0100648	123.752	30.2391	84.5419	43.6884	44.7668	47.4197
FBtr0077799	10.0877	44.7343	1.49834e-5	44.1401	20.617	8.58027
FBtr0333226	0	8.90844	0	62.1716	1.5128	0
FBtr0071512	1.12766e-4	0	6.16681e-5	5.71914e-5	0	2.49722e-4
FBtr0310297	1.99989	0	0.999938	1.99994	0	1.99975
FBtr0077163	1	0	0	0	1	0
FBtr0075164	0	2	3	0	0	0
FBtr0300330	0	0	0	0	0	0
FBtr0345168	0	4	4	0	15.5	5.48114
FBtr0330048	16	0	0	95	16.5	16.5189
FBtr0344719	438.268	91.6285	131.375	437.721	110.504	103.627
FBtr0084837	1566.73	793.371	968.125	1765.78	771.996	820.873
FBtr0344718	1566.73	793.371	968.125	1765.78	771.996	820.873
FBtr0084838	438.268	91.6285	131.375	437.721	110.504	103.627
FBtr0089590	826.187	43.2893	120.402	0.0767145	43.9024	33.9407
FBtr0089589	0	0	0	228.811	28.7947	26.1704
FBtr0089591	2428.02	831.616	917.909	2591.36	868.967	698.89
FBtr0089592	0	0	0	0	1.94506e-6	0
FBtr0089593	3367.79	2600.09	3623.69	3442.75	2326.34	2271
FBtr0079325	147	44	82	140	53	69
FBtr0331620	43.956	0	8.88633	17.5824	17.8189	0
FBtr0080909	40.044	37	36.1137	85.4176	15.1811	36
FBtr0084967	1653	709	934	1677	666	821
FBtr0088047	41.1981	0	7.83976	41.819	18.7943	39.2033
FBtr0088048	673.802	271	258.16	654.181	217.206	208.797
FBtr0087562	52	20	21	43	14	26
FBtr0087455	15	5	7	6	4	3
FBtr0084319	112	36	56	132	58	53
FBtr0087083	3	3	1	6	2	3
FBtr0300129	6	1	2	6	5	3
FBtr0087922	0	0	2	2	0	1
FBtr0290095	0	0	0	0	0	0
FBtr0339762	0	0	0	0	0	0
FBtr0304923	0	0	0	0	0	0
FBtr0071900	31	7.01015	5	16	1	6
FBtr0304921	0	0	0	0	0	0
FBtr0345719	461.643	0	0	121.943	0	0
FBtr0321293	2074.19	0	0	2247.75	16.6132	0
FBtr0080242	5013.17	4342	5741	10272.3	6026.39	5753
FBtr0091477	516.072	146.406	236.747	517.904	178.403	156.657
FBtr0091476	6.7379	21.5839	35.9586	7.03871	0	15.252
FBtr0091475	0	0	1.16121	2.86378	1.23822	4.83629
FBtr0330119	0	0	1.16121	2.86378	1.23822	4.83629
FBtr0306383	17.2847	11.4292	0	25.2343	0	0
FBtr0091478	419.906	342.58	345.972	459.095	265.121	339.418
FBtr0070692	0	0	0	0	0	0
FBtr0082275	720.997	429.397	389.204	530.075	233.433	344.933
FBtr0082277	328.003	75.603	79.7958	332.925	78.5665	91.0665
FBtr0343664	0	0	0	0	0	0
FBtr0080579	0	0	0	0	0	0
FBtr0084353	1	1.06667	0	1	0	0
FBtr0333019	6.82635	7	6	1	1	1
FBtr0075751	8.17365	0	0	0	0	0
FBtr0302544	1213.94	1.95403e-7	0	7.93775	1.20323e-4	0
FBtr0332730	38.5794	12.8348	21.5309	21.2236	27.1563	10.8486
FBtr0076849	1364.87	354.278	324.637	1983.36	302.858	323.789
FBtr0076848	2125.81	1253.17	1564.06	2560.76	1306.15	1239.11
FBtr0302545	109.664	91.478	59.7306	146.209	46.9371	98.6061
FBtr0302543	31.1473	14.2435	70.0404	34.501	48.8982	23.6443
FBtr0075556	14	5	6	7	8	7
FBtr0088476	0	0	0	1	0	1
FBtr0076288	3	0	3	3	2	1
FBtr0081062	324.393	133.435	161.673	354.363	103	128
FBtr0343823	24.6069	3.56468	0	31.6374	0	0
FBtr0302414	0	0	0	0	0	0
FBtr0080260	0	0	0	0	20.1886	9.76403
FBtr0335473	1554.46	615.776	735.028	1405.25	600.433	517.073
FBtr0080262	0	0	0	0.500193	1.1176e-4	2.99089
FBtr0335475	3072.59	407.544	460.093	887.484	161.974	60.3741
FBtr0335476	7820.61	4437.4	5188.1	8758.16	4336.58	3841.04
FBtr0305262	203.287	43.3529	44.5338	37.7376	37.8733	9.85938
FBtr0080263	1638.05	319.915	225.881	32.0768	9.18076	0
FBtr0080261	5.08987e-8	947.012	1454.36	1763.79	949.293	777.895
FBtr0335474	0	0	0	0	10.4733	0
FBtr0079540	46	49	48	53	15	40
FBtr0071491	197.66	105.37	113.62	170.056	93.6113	91.0956
FBtr0081765	104.647	139.168	96.8116	47.0822	54.0186	33.1603
FBtr0339715	1300.21	1649.39	2058	2368.08	1846.46	1952.28
FBtr0339713	215.911	6.00578	2.79556	54.3248	3.74744	1.72671
FBtr0339714	2215.23	64.4412	53.3926	2068.52	108.769	82.8377
FBtr0333803	400.029	90.2476	43.8854	572.474	84.4245	59.3778
FBtr0070346	1381.66	818.228	1034.15	1445.99	882.011	915.453
FBtr0329981	99.2978	10.4254	31.1239	157.507	27.732	6.95965
FBtr0079018	345.702	272.575	278.876	297.493	192.268	238.04
FBtr0075585	0	0	0	0	0	0
FBtr0331736	2	0	0	0	0	0
FBtr0073785	0	0	0	0	0	0
FBtr0332298	0	0	0	0	0	0
FBtr0332297	0	0	0	0	0	0
FBtr0344999	3	3.28726	0	6.47691	1.63951	2
FBtr0076291	0	1.71274	2	1.52309	2.36049	0
FBtr0087157	586	212	273	535	230	274
FBtr0332672	3.99996	0	0	3	0	0
FBtr0303155	0	0	0	0	0	0
FBtr0300713	3.75119e-5	2	1	0	2	1
FBtr0301601	208.368	0	0	205.718	0	0
FBtr0333456	0	3.86292e-7	1.95119e-8	0	0	0
FBtr0333455	248.623	58.3105	25.3705	40.2973	28.5148	1.05649e-6
FBtr0301600	1240.01	467.69	481.63	1412.98	483.485	488
FBtr0304864	19.6385	0	31	9.94712	29.9853	17.0094
FBtr0304859	0	0	0	0	0	0
FBtr0304856	0	0	0	0	0	0
FBtr0304858	0	1.69529	0	0	0	0
FBtr0304863	0	0	0	0	0	0
FBtr0332234	0	0	0	0.00270937	0	0
FBtr0332232	0	0	0	0	0	0
FBtr0304860	0	0	0	0	0	0
FBtr0304861	45.3615	35.3047	0	41.0028	0.0147112	10.9906
FBtr0304862	0	0	0	0	0	0
FBtr0332233	0	0	0	6.05006	0	0
FBtr0344845	182.692	10.9288	32.6052	171.944	32.694	87.5645
FBtr0081190	107.287	5.91266	49.1202	92.8653	49.2676	31.5132
FBtr0344844	0.0210206	101.159	69.2746	71.191	69.0384	43.9223
FBtr0075358	1016.45	122.808	133.95	1155.06	186.743	122.949
FBtr0331560	1042.55	798.192	955.05	1182.94	745.257	852.051
FBtr0303294	148.265	11.113	9.31782	49.2056	5.15074	14.8283
FBtr0073972	443.417	230.887	304.204	418.671	334.421	287.172
FBtr0308838	9.1304	0	0	0	0	0
FBtr0343521	0	0	0	180.741	6.42859	1.08624e-5
FBtr0086028	786.831	427.847	571.996	1145.29	472.177	460
FBtr0335289	337.806	41.1526	0.00527042	83.0606	22.8233	0
FBtr0300060	0	0	0	0	0	0
FBtr0332918	4	0	2	0	4	2
FBtr0087522	0	3	0	4	0	0
FBtr0334331	40.5498	17.9423	7.6876	68.9975	17.5848	5.59595
FBtr0309098	54.2187	1.08035e-5	8.11618	75.8573	26.8832	22.8929
